Fd,Family,Type,Laddr,Raddr,Status,Pid,FamilyString,Timestamp,TypeString
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 49223
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv6,2026-05-13T07:18:07Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 50074
}","{
 ""IP"": """",
 ""Port"": 0
}",,12908,IPv6,2026-05-13T07:17:15Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 52285
}","{
 ""IP"": """",
 ""Port"": 0
}",,10648,IPv6,2026-05-13T08:22:37Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 56477
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv6,2026-05-13T08:21:00Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 57162
}","{
 ""IP"": """",
 ""Port"": 0
}",,2156,IPv6,2026-05-13T08:20:10Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 59271
}","{
 ""IP"": """",
 ""Port"": 0
}",,2156,IPv6,2026-05-13T08:20:10Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 60606
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv6,2026-05-13T08:20:00Z,UDP
0,23,2,"{
 ""IP"": ""fe80::2f8d:16fa:3f15:4a30"",
 ""Port"": 61622
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv6,2026-05-13T07:16:46Z,UDP
0,23,2,"{
 ""IP"": ""fe80::1e94:4d20:3ef1:b214"",
 ""Port"": 61623
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv6,2026-05-13T07:16:46Z,UDP
0,23,2,"{
 ""IP"": ""::1"",
 ""Port"": 61624
}","{
 ""IP"": """",
 ""Port"": 0
}",,9208,IPv6,2026-05-13T07:16:46Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 63798
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv6,2026-05-13T07:18:07Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 63800
}","{
 ""IP"": """",
 ""Port"": 0
}",,7176,IPv6,2026-05-13T07:18:07Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 65148
}","{
 ""IP"": """",
 ""Port"": 0
}",,8816,IPv6,2026-05-13T08:17:38Z,UDP
